codigo_neg,cantidad_entregada
20139130-05,30
20139130-05,30
20119257-03,120
19936411-01,120
19936411-01,120
19936411-01,120
19936411-01,120
19936411-01,120
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20088574-01,60
20156998-01,1
20156998-01,1
20156998-01,1
20156998-01,1
20156998-01,1
20156998-01,1
20156998-01,1
20156998-01,1
20156998-01,1
20156998-01,1
20156998-01,1
20156998-01,1
20156998-01,1
20156998-01,1
19948799-17,10
20019918-02,14
20019918-02,14
20137227-01,6
20039643-03,60
20039643-03,60
20039643-03,60
20113430-04,120
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
19982562-06,30
20019972-05,90
20019972-05,90
19980849-01,20
19980849-01,20
19980849-01,20
19980849-01,20
19980849-01,20
19980849-01,20
19980849-01,20
19980849-01,20
19979333-02,60
19979333-02,60
19999460-02,72
20059849-01,30
20059849-01,30
20059849-01,30
30010032,1
20068050-01,56
20068050-01,56
20068050-01,56
20067147-02,56
20067147-02,56
20104297-03,50
20010103-02,180
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20040898-03,60
20020035,8
20168919-02,4
20168919-02,4
20168919-02,4
20168919-02,4
19980849-01,19
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
20056956-01,60
