codigo_neg,cantidad_entrega,tipo_entrega
20104455-1,180,TOTAL
PENDIENTE,25,TOTAL
20178817-5,30,TOTAL
20122204-2,1,TOTAL
19972058-1,5,TOTAL
20015274-2,60,TOTAL
20134305,6,TOTAL
20001515-3,360,TOTAL
20122250-2,1,TOTAL
20144811-2,30,TOTAL
20054403-1,1,TOTAL
20125491,270,TOTAL
PENDIENTE,100,TOTAL
20088574-1,60,TOTAL
PENDIENTE,180,TOTAL
PENDIENTE,25,TOTAL
20156587-1,30,TOTAL
38635-5,90,TOTAL
38635-5,90,TOTAL
20125491,270,TOTAL
19942227-2,2,TOTAL
19942227-2,1,TOTAL
19942227-2,2,TOTAL
20171806,10,TOTAL
20243738,20,TOTAL
328934-1,100,TOTAL
19972058-1,3,TOTAL
20088574-1,60,TOTAL
20120938-1,30,TOTAL
PENDIENTE,56,TOTAL
20122250-2,3,TOTAL
PENDIENTE,25,TOTAL
20177233-4,30,TOTAL
20177233-4,30,TOTAL
20063891-1,30,TOTAL
20122250-2,2,TOTAL
19972058-1,12,TOTAL
20125491,270,TOTAL
20061025-20,7,TOTAL
20122152-2,60,TOTAL
20122152-2,90,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,5,TOTAL
PENDIENTE,5,TOTAL
42722-23,180,TOTAL
20070928-2,90,TOTAL
20122250-2,2,TOTAL
20070928-2,60,TOTAL
38635-5,10,TOTAL
20001982-2,1,TOTAL
20137227-1,1,TOTAL
20001982-2,1,TOTAL
38635-5,30,TOTAL
20156998-1,1,TOTAL
20137931-1,120,TOTAL
20084031-2,30,TOTAL
PENDIENTE,25,TOTAL
20156998-1,1,TOTAL
20122250-2,1,TOTAL
20122250-2,1,TOTAL
20067345-1,120,TOTAL
20084031-2,30,TOTAL
19928855-01,2,TOTAL
20084031-2,30,TOTAL
20122250-2,1,TOTAL
19950400-4,3,TOTAL
38635-5,30,TOTAL
20097586-1,30,TOTAL
20070928-2,60,TOTAL
19998043-3,2,TOTAL
19972058-1,5,TOTAL
20029760-1,4,TOTAL
20091441,1,TOTAL
20114242-02,90,TOTAL
20097586-1,30,TOTAL
20061025-20,3,TOTAL
20097979-2,40,TOTAL
20125491,90,TOTAL
20080854-2,56,TOTAL
20125491,90,TOTAL
11699,1,TOTAL
20125491,90,TOTAL
20193579,3,TOTAL
20125491,120,TOTAL
200002171-4,90,TOTAL
20125491,90,TOTAL
20125491,90,TOTAL
20125491,90,TOTAL
20125491,90,TOTAL
20125491,30,TOTAL
20125491,90,TOTAL
20125491,120,TOTAL
20125491,120,TOTAL
20001982-2,1,TOTAL
20111478,30,TOTAL
11699,1,TOTAL
20125491,240,TOTAL
20198048,3,TOTAL
200002171-4,90,TOTAL
19935303-4,30,TOTAL
19940375-6,10,TOTAL
19931241-1,1,TOTAL
20001982-2,1,TOTAL
20122152-2,30,TOTAL
38635-5,30,TOTAL
01980885-05,8,TOTAL
20122152-2,90,TOTAL
20094683-1,5,TOTAL
20107672-7,30,TOTAL
19940656-11,30,TOTAL
20043340-17,30,TOTAL
56604-1,1,TOTAL
20027412-9,150,TOTAL
20122250-2,1,TOTAL
38635-5,30,TOTAL
20137227-1,1,TOTAL
22916-2,1,TOTAL
20273901,4,TOTAL
20119257-3,60,TOTAL
20122152-2,60,TOTAL
PENDIENTE,25,TOTAL
20001982-2,1,TOTAL
20070928-2,60,TOTAL
20001982-2,1,TOTAL
20125116-1,1,TOTAL
20084031-2,30,TOTAL
20178817-5,120,TOTAL
20104457-1,180,TOTAL
20122250-2,1,TOTAL
20178268-01,180,TOTAL
213259-3,3,TOTAL
20122250-2,1,TOTAL
199905549-2,180,TOTAL
19972058-1,6,TOTAL
20156587-1,90,TOTAL
PENDIENTE,75,TOTAL
20040730,6,TOTAL
20056954-1,1,TOTAL
20125491,270,TOTAL
20090556-1,4,TOTAL
20090556-1,4,TOTAL
140121,6,TOTAL
20122250-2,1,TOTAL
20040730,1,TOTAL
19914657-5,30,TOTAL
19993599-4,3,TOTAL
20122250-2,2,TOTAL
20122250-2,6,TOTAL
20137227-1,3,TOTAL
20032011-9,3,TOTAL
20027374,3,TOTAL
PENDIENTE,20,TOTAL
PENDIENTE,20,TOTAL
20132095,2,TOTAL
20156587-1,60,TOTAL
19955370-8,24,TOTAL
20107900-2,6,TOTAL
230337-1,1,TOTAL
30321-15,1,TOTAL
20128168-1,6,TOTAL
20122250-2,2,TOTAL
20091441,1,TOTAL
20120938-1,90,TOTAL
20027645-31,90,TOTAL
20125491,90,TOTAL
19959553-5,1,TOTAL
20120938-1,60,TOTAL
20070928-2,180,TOTAL
20088574-1,180,TOTAL
38635-5,10,TOTAL
20125491,270,TOTAL
19972058-1,9,TOTAL
20078974-42,90,TOTAL
PENDIENTE,90,TOTAL
20125491,270,TOTAL
20125491,270,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,25,TOTAL
20040730,400,TOTAL
19974655-3,90,TOTAL
20179583-1,2,TOTAL
38635-5,10,TOTAL
PENDIENTE,100,TOTAL
PENDIENTE,25,TOTAL
19934941-12,30,TOTAL
20104457-1,60,TOTAL
20029777-1,4,TOTAL
PENDIENTE,100,TOTAL
20125116-1,3,TOTAL
20111478,30,TOTAL
20163970,7,TOTAL
230337-1,1,TOTAL
20122250-2,1,TOTAL
PENDIENTE,130,TOTAL
PENDIENTE,100,TOTAL
20122152-2,120,TOTAL
20179583-1,1,TOTAL
20086913-03,90,TOTAL
38635-5,20,TOTAL
PENDIENTE,25,TOTAL
19900498-3,1,TOTAL
19900498-3,1,TOTAL
19900498-3,1,TOTAL
19918906-1,1,TOTAL
20061025-20,1,TOTAL
19950479-19,3,TOTAL
42722-23,30,TOTAL
19992351-4,30,TOTAL
20020466-2,30,TOTAL
19960390-14,30,TOTAL
19900498-3,1,TOTAL
19900498-3,1,TOTAL
20097586-1,30,TOTAL
20029762-1,4,TOTAL
20144811-2,30,TOTAL
38635-5,30,TOTAL
38635-5,30,TOTAL
20122250-2,1,TOTAL
PENDIENTE,25,TOTAL
20001982-2,1,TOTAL
20122250-2,1,TOTAL
PENDIENTE,25,TOTAL
20134577-1,1,TOTAL
19906320-1,60,TOTAL
1982542-1,2,TOTAL
PENDIENTE,25,TOTAL
19975970-5,28,TOTAL
20032011-9,5,TOTAL
20100573-3,30,TOTAL
PENDIENTE,25,TOTAL
20187776-1,60,TOTAL
20096310-1,1,TOTAL
19972058-1,1,TOTAL
19991309-1,1,TOTAL
20070928-2,60,TOTAL
20015777-8,28,TOTAL
19972058-1,2,TOTAL
20122250-2,1,TOTAL
20122250-2,1,TOTAL
20139041-2,58,TOTAL
20114242-02,30,TOTAL
20122250-2,2,TOTAL
20084031-2,30,TOTAL
38635-5,30,TOTAL
35448-4,120,TOTAL
20122250-2,1,TOTAL
20012566,150,TOTAL
20061667,2,TOTAL
20054403-1,1,TOTAL
PENDIENTE,25,TOTAL
20149185-1,60,TOTAL
20001982-2,1,TOTAL
20054403-1,1,TOTAL
38635-5,30,TOTAL
230337-1,1,TOTAL
38635-5,30,TOTAL
19928855-01,6,TOTAL
26656-1,60,TOTAL
19972058-1,6,TOTAL
20001982-2,1,TOTAL
20149185-1,60,TOTAL
PENDIENTE,25,TOTAL
20019919-2,30,TOTAL
20047839-1,12,TOTAL
20122250-2,1,TOTAL
20001982-2,1,TOTAL
20001982-2,1,TOTAL
20001982-2,1,TOTAL
20016428-1,60,TOTAL
19935303-4,12,TOTAL
20137227-1,1,TOTAL
58027-10,90,TOTAL
20125491,120,TOTAL
20125491,90,TOTAL
20125491,120,TOTAL
20125491,90,TOTAL
140121,2,TOTAL
20125491,90,TOTAL
200002171-4,90,TOTAL
20125491,90,TOTAL
20125491,120,TOTAL
20125491,90,TOTAL
20125491,120,TOTAL
20080854-2,56,TOTAL
20125491,120,TOTAL
20125491,90,TOTAL
20125491,90,TOTAL
20125491,90,TOTAL
20125491,90,TOTAL
20125491,90,TOTAL
20094683-1,5,TOTAL
200002171-4,90,TOTAL
20125491,90,TOTAL
20122140,12,TOTAL
20094683-1,5,TOTAL
20194183-01,30,TOTAL
20001982-2,1,TOTAL
19975977-5,60,TOTAL
20108399-1,3,TOTAL
20103393,1,TOTAL
PENDIENTE,100,TOTAL
20139041-2,60,TOTAL
20104457-1,180,TOTAL
20125491,360,TOTAL
200002171-4,270,TOTAL
PENDIENTE,10,TOTAL
20156998-1,4,TOTAL
20156587-1,150,TOTAL
20125491,90,TOTAL
20109639-6,30,TOTAL
PENDIENTE,100,TOTAL
20061025-20,7,TOTAL
19960116-15,25,TOTAL
PENDIENTE,25,TOTAL
19974655-3,30,TOTAL
20023910-3,450,TOTAL
PENDIENTE,180,TOTAL
19993599-04,6,TOTAL
199905549-2,60,TOTAL
230133-2,540,TOTAL
20122152-2,540,TOTAL
20027645-31,90,TOTAL
PENDIENTE,25,TOTAL
20059262-2,4,TOTAL
19959553-5,1,TOTAL
20122250-2,2,TOTAL
19959553-5,1,TOTAL
20046741-6,20,TOTAL
20046741-6,20,TOTAL
PENDIENTE,25,TOTAL
20003985-1,30,TOTAL
20122250-2,2,TOTAL
20070928-2,90,TOTAL
213259-3,3,TOTAL
PENDIENTE,25,TOTAL
19982562-8,30,TOTAL
19972058-1,4,TOTAL
19959553-5,1,TOTAL
20104337,60,TOTAL
20040730,4,TOTAL
20001982-2,1,TOTAL
20122250-2,1,TOTAL
20144811-2,30,TOTAL
20054403-1,1,TOTAL
2025143-1,90,TOTAL
19972058-1,4,TOTAL
20137227-1,1,TOTAL
44747-2,90,TOTAL
20084031-2,30,TOTAL
19951790-2,40,TOTAL
19972058-1,4,TOTAL
19905550-1,30,TOTAL
199905549-2,60,TOTAL
19972058-1,4,TOTAL
20054403-1,1,TOTAL
20054403-1,1,TOTAL
20134577-1,1,TOTAL
38635-5,10,TOTAL
20125116-1,1,TOTAL
20122250-2,1,TOTAL
20061025-20,2,TOTAL
20061025-20,1,TOTAL
38635-5,30,TOTAL
20122985-1,30,TOTAL
20120938-1,30,TOTAL
20122152-2,90,TOTAL
20137227-1,1,TOTAL
20122250-2,1,TOTAL
19928855-01,1,TOTAL
20027209-3,2,TOTAL
19972058-1,3,TOTAL
20125491,120,TOTAL
20125491,120,TOTAL
20125491,90,TOTAL
20088136,6,TOTAL
11699,1,TOTAL
20125491,90,TOTAL
20125491,120,TOTAL
20125491,90,TOTAL
20125491,90,TOTAL
20094683-1,5,TOTAL
20094683-1,3,TOTAL
PENDIENTE,2,TOTAL
20094683-1,5,TOTAL
20081873,30,TOTAL
58027-10,30,TOTAL
20081873,30,TOTAL
20061025-20,3,TOTAL
20134305,3,TOTAL
20208934,6,TOTAL
20094683-1,5,TOTAL
19938735,30,TOTAL
20195984-1,63,TOTAL
20122250-2,3,TOTAL
20121962,6,TOTAL
20100066-3,240,TOTAL
20061025-17,90,TOTAL
20122250-2,2,TOTAL
20001982-2,3,TOTAL
20061025-20,2,TOTAL
20070928-2,90,TOTAL
199905549-2,60,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,75,TOTAL
19972058-1,4,TOTAL
20122204-2,1,TOTAL
PENDIENTE,100,TOTAL
PENDIENTE,25,TOTAL
20104337,60,TOTAL
PENDIENTE,25,TOTAL
20097586-1,30,TOTAL
19993599-4,3,TOTAL
20091441,1,TOTAL
20094683-1,5,TOTAL
PENDIENTE,25,TOTAL
20122204-2,1,TOTAL
56604-1,2,TOTAL
20122250-2,1,TOTAL
20001982-2,6,TOTAL
20155001-1,1,TOTAL
20125491,90,TOTAL
PENDIENTE,25,TOTAL
20156998-1,1,TOTAL
20097785-17,60,TOTAL
PENDIENTE,23,TOTAL
20122250-2,1,TOTAL
20084031-2,30,TOTAL
20122250-2,1,TOTAL
20161093-1,1,TOTAL
20198048,6,TOTAL
PENDIENTE,25,TOTAL
20137227-1,2,TOTAL
20051082-8,60,TOTAL
200002171-4,90,TOTAL
20120938-1,30,TOTAL
20001982-2,1,TOTAL
20001982-2,1,TOTAL
19982562-8,30,TOTAL
22797-01,30,TOTAL
19932152-2,1,TOTAL
20125491,90,TOTAL
38635-5,10,TOTAL
19982562-8,30,TOTAL
20001982-2,1,TOTAL
20090556-1,4,TOTAL
20144811-2,30,TOTAL
20137227-1,2,TOTAL
20080460-49,30,TOTAL
20027702-31,30,TOTAL
22916-2,3,TOTAL
20001982-2,1,TOTAL
20027209-3,1,TOTAL
20097785-17,56,TOTAL
19955370-8,5,TOTAL
20122250-2,1,TOTAL
PENDIENTE,1,TOTAL
20065665-1,30,TOTAL
20125491,120,TOTAL
19918906-1,1,TOTAL
20084031-2,30,TOTAL
20149185-1,30,TOTAL
20122250-2,1,TOTAL
199905549-2,30,TOTAL
PENDIENTE,25,TOTAL
19918906-1,1,TOTAL
20107900-2,1,TOTAL
44747-2,90,TOTAL
20054403-1,1,TOTAL
20156587-1,120,TOTAL
20088136,3,TOTAL
20122204-2,1,TOTAL
20076277-3,4,TOTAL
19942450-05,30,TOTAL
38635-5,30,TOTAL
38635-5,30,TOTAL
20137227-1,1,TOTAL
19918906-1,1,TOTAL
20120938-1,30,TOTAL
19905550-1,90,TOTAL
20032011-9,3,TOTAL
20128168-1,3,TOTAL
20090556-1,3,TOTAL
20094683-1,5,TOTAL
19918906-1,1,TOTAL
38635-5,30,TOTAL
20122250-2,1,TOTAL
20001982-2,1,TOTAL
PENDIENTE,25,TOTAL
58027-10,30,TOTAL
58027-10,30,TOTAL
20029762-1,4,TOTAL
38635-5,10,TOTAL
19960116-15,30,TOTAL
20122152-2,60,TOTAL
38635-5,30,TOTAL
200541-11,60,TOTAL
44969-9,60,TOTAL
PENDIENTE,25,TOTAL
38635-5,30,TOTAL
20122250-2,1,TOTAL
20156587-1,90,TOTAL
20122250-2,1,TOTAL
19943544,15,TOTAL
23439-4,21,TOTAL
20027209-3,1,TOTAL
20156587-1,30,TOTAL
20122152-2,60,TOTAL
20061379-1,15,TOTAL
22916-2,1,TOTAL
20125491,90,TOTAL
20125491,90,TOTAL
200002171-4,60,TOTAL
20125491,90,TOTAL
19928855-01,1,TOTAL
20235360,30,TOTAL
11699,1,TOTAL
20120938-1,30,TOTAL
200002171-4,90,TOTAL
PENDIENTE,25,TOTAL
20178817-5,180,TOTAL
20156587-1,120,TOTAL
20060296-2,70,TOTAL
19984840-1,30,TOTAL
20132095,4,TOTAL
1983468,4,TOTAL
PENDIENTE,24,TOTAL
PENDIENTE,24,TOTAL
PENDIENTE,100,TOTAL
20125491,90,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,25,TOTAL
20104457-1,30,TOTAL
20137227-1,1,TOTAL
PENDIENTE,54,TOTAL
PENDIENTE,6,TOTAL
20094683-1,5,TOTAL
20132095,3,TOTAL
19981546-1,6,TOTAL
20061667,3,TOTAL
PENDIENTE,12,TOTAL
PENDIENTE,12,TOTAL
19942227-2,6,TOTAL
20012566,15,TOTAL
20171806,12,TOTAL
PENDIENTE,75,TOTAL
1983468,3,TOTAL
20045517,3,TOTAL
20132095,3,TOTAL
19981546-1,6,TOTAL
20061667,3,TOTAL
20012566,15,TOTAL
PENDIENTE,12,TOTAL
PENDIENTE,12,TOTAL
19942227-2,6,TOTAL
20171806,12,TOTAL
20045517,3,TOTAL
1983468,3,TOTAL
20091820-6,30,TOTAL
PENDIENTE,25,TOTAL
20097586-1,90,TOTAL
20094683-1,30,TOTAL
20122250-2,1,TOTAL
20122250-2,1,TOTAL
20084031-2,180,TOTAL
20156587-1,180,TOTAL
20156587-1,180,TOTAL
PENDIENTE,100,TOTAL
20125491,240,TOTAL
20156587-1,180,TOTAL
20122250-2,1,TOTAL
20122250-2,3,TOTAL
230337-1,1,TOTAL
20122152-2,90,TOTAL
PENDIENTE,25,TOTAL
20097586-1,30,TOTAL
PENDIENTE,100,TOTAL
20061399-38,30,TOTAL
20029760-1,12,TOTAL
PENDIENTE,100,TOTAL
PENDIENTE,100,TOTAL
20100066-3,180,TOTAL
20103181-11,20,TOTAL
20122250-2,1,TOTAL
PENDIENTE,250,TOTAL
PENDIENTE,25,TOTAL
20129549,90,TOTAL
20094683-1,13,TOTAL
20122152-2,60,TOTAL
20097586-1,30,TOTAL
20001982-2,1,TOTAL
20139041-2,56,TOTAL
20122152-2,60,TOTAL
19982562-8,60,TOTAL
19934941-12,30,TOTAL
20027209-3,2,TOTAL
20125491,90,TOTAL
20054403-1,1,TOTAL
199905549-2,60,TOTAL
20125491,120,TOTAL
200002171-4,90,TOTAL
19951790-2,40,TOTAL
19999985-6,120,TOTAL
20065665-1,30,TOTAL
19934941-12,30,TOTAL
20156587-1,60,TOTAL
20125491,90,TOTAL
20029762-1,4,TOTAL
20054403-1,2,TOTAL
19955370-8,3,TOTAL
19974655-3,30,TOTAL
20125491,90,TOTAL
20120938-1,30,TOTAL
19991309-1,1,TOTAL
20122250-2,1,TOTAL
20001982-2,1,TOTAL
22916-2,1,TOTAL
20108223,10,TOTAL
20104455-1,180,TOTAL
19935777-12,60,TOTAL
20125491,90,TOTAL
20059262-2,3,TOTAL
20061025-20,60,TOTAL
19974655-3,30,TOTAL
20027209-3,1,TOTAL
19974655-3,30,TOTAL
20001982-2,2,TOTAL
44747-2,90,TOTAL
20088136,3,TOTAL
20054403-1,1,TOTAL
19975977-5,60,TOTAL
20122152-2,90,TOTAL
PENDIENTE,25,TOTAL
1983468,1,TOTAL
20132095,12,TOTAL
20125491,90,TOTAL
20125491,90,TOTAL
20078974-42,60,TOTAL
20054403-1,1,TOTAL
20081872,30,TOTAL
20027209-3,2,TOTAL
20125491,90,TOTAL
20122152-2,90,TOTAL
20122250-2,1,TOTAL
20070928-2,60,TOTAL
20046741-6,90,TOTAL
11699,1,TOTAL
54932-1,30,TOTAL
20122250-2,2,TOTAL
20144811-2,90,TOTAL
PENDIENTE,25,TOTAL
20125491,90,TOTAL
20112763-3,30,TOTAL
20112763-3,30,TOTAL
20125491,120,TOTAL
46792-3,3,TOTAL
19900498-3,1,TOTAL
19974655-3,60,TOTAL
20128168-1,2,TOTAL
11699,2,TOTAL
20125491,120,TOTAL
20122250-2,1,TOTAL
20122152-2,90,TOTAL
20088136,3,TOTAL
19993385-5,30,TOTAL
21013-6,30,TOTAL
20001982-2,1,TOTAL
20204362-01,30,TOTAL
20067183-5,30,TOTAL
20122250-2,1,TOTAL
20125491,90,TOTAL
20122250-2,2,TOTAL
20001982-2,1,TOTAL
20122152-2,30,TOTAL
20084031-2,30,TOTAL
20086613-4,1,TOTAL
20060296-2,84,TOTAL
20161093-1,1,TOTAL
20001982-2,1,TOTAL
22916-2,1,TOTAL
20134305,2,TOTAL
20027209-3,4,TOTAL
PENDIENTE,25,TOTAL
19942450-05,30,TOTAL
PENDIENTE,25,TOTAL
38635-5,30,TOTAL
1982542-1,1,TOTAL
20001982-2,1,TOTAL
19928855-01,6,TOTAL
20001982-2,1,TOTAL
20122204-2,1,TOTAL
20070928-2,60,TOTAL
20125491,60,TOTAL
20125491,60,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,100,TOTAL
20122140,36,TOTAL
PENDIENTE,75,TOTAL
20083667-1,1,TOTAL
20122250-2,1,TOTAL
19918906-1,3,TOTAL
44969-9,90,TOTAL
20064903-4,30,TOTAL
20029834,1,TOTAL
PENDIENTE,50,TOTAL
19972058-1,1,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,25,TOTAL
20132095,6,TOTAL
PENDIENTE,15,TOTAL
PENDIENTE,15,TOTAL
20122152-2,30,TOTAL
20125491,270,TOTAL
20123645-10,60,TOTAL
19918906-1,1,TOTAL
20156587-1,540,TOTAL
20030796-02,25,TOTAL
20161093-1,3,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,25,TOTAL
20120938-1,30,TOTAL
20135524-1,1,TOTAL
19974414-3,30,TOTAL
20003211-1,30,TOTAL
19991189-3,60,TOTAL
20003209-1,30,TOTAL
20156587-1,180,TOTAL
20125491,540,TOTAL
20125491,360,TOTAL
20040730,3,TOTAL
20040730,3,TOTAL
20040730,3,TOTAL
200002171-4,270,TOTAL
200002171-4,180,TOTAL
11699,2,TOTAL
PENDIENTE,100,TOTAL
20120938-1,30,TOTAL
20061025-20,3,TOTAL
19988153-1,2,TOTAL
20097586-1,30,TOTAL
20122250-2,1,TOTAL
20100066-3,60,TOTAL
19972058-1,1,TOTAL
20036200-2,90,TOTAL
20088574-1,60,TOTAL
20120938-1,30,TOTAL
2012606-2,120,TOTAL
20196775-2,84,TOTAL
19938735,30,TOTAL
20103181-11,30,TOTAL
20103181-11,30,TOTAL
PENDIENTE,30,TOTAL
PENDIENTE,10,TOTAL
PENDIENTE,10,TOTAL
20200038-01,180,TOTAL
20125491,540,TOTAL
20088574-1,120,TOTAL
20088574-1,60,TOTAL
PENDIENTE,0,PENDIENTE
20104337,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20187776-1,0,PENDIENTE
19982562-8,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20037932-3,0,PENDIENTE
20054456-06,0,PENDIENTE
19959553-5,0,PENDIENTE
20009479-3,0,PENDIENTE
58027-10,30,PARCIAL
20125491,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20134305,0,PENDIENTE
230337-1,0,PENDIENTE
52038-11,0,PENDIENTE
20094683-1,5,PARCIAL
20134305,0,PENDIENTE
20103181-11,0,PENDIENTE
19991309-1,0,PENDIENTE
20134305,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20112763-3,0,PENDIENTE
20134305,0,PENDIENTE
19918906-1,0,PENDIENTE
20125491,0,PENDIENTE
20134305,0,PENDIENTE
20134305,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20061897-1,0,PENDIENTE
19982545,0,PENDIENTE
20125116-1,0,PENDIENTE
20064903-4,0,PENDIENTE
58027-10,0,PENDIENTE
39989-7,0,PENDIENTE
PENDIENTE,0,PENDIENTE
19961372-7,0,PENDIENTE
58027-10,0,PENDIENTE
20094117-1,0,PENDIENTE
19982562-8,0,PENDIENTE
19951790-2,0,PENDIENTE
19932152-2,0,PENDIENTE
20136180-3,15,TOTAL
20029762-1,4,TOTAL
199905549-2,30,TOTAL
199905549-2,60,TOTAL
20061025-20,2,TOTAL
19960116-15,30,TOTAL
20066117-18,30,TOTAL
19963166-5,30,TOTAL
20122250-2,1,TOTAL
PENDIENTE,25,TOTAL
199905549-2,60,TOTAL
20122250-2,1,TOTAL
20084031-2,30,TOTAL
44747-2,60,TOTAL
20016428-1,30,TOTAL
19944003-6,30,TOTAL
20027209-3,1,TOTAL
20084120-1,90,TOTAL
20125491,90,TOTAL
20061025-20,2,TOTAL
19902391-3,60,TOTAL
19974655-3,60,TOTAL
20125491,90,TOTAL
19977699-1,120,TOTAL
PENDIENTE,25,TOTAL
20122250-2,1,TOTAL
20094683-1,5,TOTAL
44969-9,120,TOTAL
20122152-2,90,TOTAL
20122250-2,1,TOTAL
19934941-12,60,TOTAL
20094683-1,5,TOTAL
19991309-1,1,TOTAL
PENDIENTE,25,TOTAL
20091441,1,TOTAL
20091441,1,TOTAL
19935777-12,90,TOTAL
20061025-20,90,TOTAL
19936296-8,30,TOTAL
20122250-2,1,TOTAL
200002171-4,90,TOTAL
19989500-03,90,TOTAL
19942545-1,30,TOTAL
42722-23,30,TOTAL
20128168-1,4,TOTAL
20125491,60,TOTAL
20125491,60,TOTAL
20054403-1,1,TOTAL
19972058-1,3,TOTAL
199905549-2,90,TOTAL
11699,1,TOTAL
38635-5,30,TOTAL
20094683-1,5,TOTAL
38635-5,30,TOTAL
19942558-2,10,TOTAL
20001982-2,1,TOTAL
20156587-1,60,TOTAL
58027-10,90,TOTAL
20001982-2,1,TOTAL
20001982-2,1,TOTAL
20196673,30,TOTAL
20108223,5,TOTAL
20193579,3,TOTAL
20061025-20,4,TOTAL
20125491,120,TOTAL
20156587-1,60,TOTAL
20156998-1,1,TOTAL
20204361-01,30,TOTAL
20204361-01,30,TOTAL
20204361-01,30,TOTAL
20156587-1,60,TOTAL
19972058-1,3,TOTAL
20018741-7,90,TOTAL
20181901,1,TOTAL
20054403-1,1,TOTAL
44747-2,90,TOTAL
19977699-1,120,TOTAL
20027645-31,25,TOTAL
19977699-1,120,TOTAL
22797-01,30,TOTAL
19934941-12,60,TOTAL
20070928-2,60,TOTAL
20060296-2,84,TOTAL
20122250-2,1,TOTAL
58027-10,14,TOTAL
20122250-2,2,TOTAL
22916-2,1,TOTAL
22916-2,1,TOTAL
PENDIENTE,100,TOTAL
20046741-6,60,TOTAL
20120938-1,30,TOTAL
20086613-4,1,TOTAL
19972118-12,3,TOTAL
PENDIENTE,4,TOTAL
PENDIENTE,25,TOTAL
20061025-20,3,TOTAL
20134305,11,TOTAL
20134305,6,TOTAL
20103181-11,30,TOTAL
20134305,6,TOTAL
20134305,6,TOTAL
20134305,6,TOTAL
PENDIENTE,90,TOTAL
20122204-2,12,TOTAL
PENDIENTE,25,TOTAL
20094683-1,15,TOTAL
PENDIENTE,25,TOTAL
20104337,60,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,100,TOTAL
20103181-11,30,TOTAL
PENDIENTE,100,TOTAL
11699,3,TOTAL
20019920-2,60,TOTAL
20029762-1,4,TOTAL
19947559-3,1,TOTAL
11699,1,TOTAL
11699,1,TOTAL
20149185-1,112,TOTAL
20139041-2,112,TOTAL
20132095,1,TOTAL
PENDIENTE,8,TOTAL
199913999,1,TOTAL
PENDIENTE,8,TOTAL
19932152-2,1,TOTAL
19959553-5,1,TOTAL
PENDIENTE,25,TOTAL
20046741-6,90,TOTAL
19977699-1,720,TOTAL
20122250-2,6,TOTAL
PENDIENTE,180,TOTAL
20097785-17,60,TOTAL
20100066-3,90,TOTAL
20120938-1,60,TOTAL
20100066-3,30,TOTAL
20019918-2,90,TOTAL
20019920-2,90,TOTAL
230337-1,1,TOTAL
20139127-2,180,TOTAL
230337-1,1,TOTAL
230337-1,1,TOTAL
20156587-1,90,TOTAL
20156587-1,90,TOTAL
20120938-1,84,TOTAL
20001982-2,4,TOTAL
20091441,1,TOTAL
20122152-2,120,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,25,TOTAL
20059262-2,2,TOTAL
38635-5,30,TOTAL
20040730,9,TOTAL
20118266-2,180,TOTAL
2012606-2,0,PENDIENTE
20091820-6,0,PENDIENTE
PENDIENTE,0,PENDIENTE
19982562-8,0,PENDIENTE
20125491,0,PENDIENTE
20163970,0,PENDIENTE
19900498-3,0,PENDIENTE
19982562-8,0,PENDIENTE
20094683-1,0,PENDIENTE
20125491,0,PENDIENTE
22916-2,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
19938735,0,PENDIENTE
19998394-4,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20079776,0,PENDIENTE
20107765,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20061109-2,0,PENDIENTE
20243738,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
19928855-01,0,PENDIENTE
20046741-6,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20100573-3,0,PENDIENTE
20029760-1,0,PENDIENTE
20119940-07,30,PARCIAL
PENDIENTE,0,PENDIENTE
20012566,0,PENDIENTE
19954947-4,0,PENDIENTE
19942227-2,0,PENDIENTE
19942227-2,0,PENDIENTE
20061667,0,PENDIENTE
20097785-17,0,PENDIENTE
20046741-6,0,PENDIENTE
20029777-1,0,PENDIENTE
19918906-1,0,PENDIENTE
20043340-17,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20018741-7,60,TOTAL
20018741-7,60,TOTAL
PENDIENTE,90,TOTAL
19931043-1,28,TOTAL
20094683-1,5,TOTAL
19982562-8,30,TOTAL
