codigo_neg;codigo_negociado;codigo_negociado_norm;codigo_cum;codigo_cum_norm;cantidad_total_1;cantidad_parcial_1;cantidad_pendiente_1;cantidad_total_2;cantidad_parcial_2;cantidad_pendiente_2;cantidad_total_3;cantidad_parcial_3;cantidad_pendiente_3;cantidad_total_4;cantidad_parcial_4;cantidad_pendiente_4;cantidad_total_5;cantidad_parcial_5;cantidad_pendiente_5;cantidad_total_6;cantidad_parcial_6;cantidad_pendiente_6;cantidad_total_7;cantidad_parcial_7;cantidad_pendiente_7;total_entregado_total;total_entregado_parcial;total_pendiente;;matched_rows_per_source
AP23813;AP23813;AP23813;;;4198;;;2652;;;2358;;;2784;;;1638;802;;480;1210;;;;;14110;2012;0;16122;{'1': [12544, 12161, 11010, 13560, 7685, 7303, 11144, 8073, 8203, 5516, 4749, 11667, 13075, 7189, 5400, 11549, 7454, 9247, 10401, 11553, 9124, 5037, 5167, 7987, 4661, 5430, 6840, 3643, 9276, 11197, 10814, 6975, 12349, 8899, 7236, 5574, 5319, 6982, 8776, 10952, 11846, 4300, 5068, 5836, 12617, 13772, 8017, 11729, 6355, 14036, 14540, 9816, 9817, 10076, 13276, 9443, 4324, 6372, 9448, 11372, 9711, 12285, 4467, 3831, 12024, 8953, 3965, 4607], '2': [12678, 14856, 11274, 13837, 13075, 2839, 663, 2328, 10136, 3356, 2332, 9629, 9884, 11553, 804, 2855, 6567, 10023, 12460, 14381, 11443, 12982, 318, 9794, 2755, 11845, 839, 11465, 14025, 2763, 844, 14155, 10447, 10449, 850, 11732, 14932, 11479, 995, 12134, 10732, 14190, 10355, 13045, 3319, 12282, 9214], '3': [4480, 3970, 5634, 10628, 11021, 1807, 2703, 11410, 659, 3608, 1049, 160, 1316, 6183, 5802, 1454, 4912, 8755, 11061, 11190, 3511, 313, 2105, 11965, 4420, 3146, 5715, 1620, 1749, 14806, 2777, 8409, 11235, 5992, 6249, 10729, 11240, 13678, 495, 1775, 3313, 10994, 14318, 4343, 2168, 3578], '4': [7299, 905, 4880, 5776, 7314, 660, 9876, 7064, 6314, 12074, 8367, 4144, 5564, 4156, 5565, 7366, 6471, 10185, 3537, 5076, 4183, 7516, 8285, 8030, 4191, 4966, 6127, 10866, 4595, 7295], '5': [3073, 7427, 14345, 13711, 12432, 11927, 8859, 4256, 4001, 6956, 13232, 6961, 13361, 9280, 4673, 10182, 13382, 14153, 9548, 13388, 9817, 2395, 2919, 12520, 13044, 14838, 8827, 14846, 1023], '6': [1798, 521, 1801, 3472, 3984, 3100, 559, 1583, 12612, 3014, 4040, 4680, 336, 2004, 7906, 2021, 1766, 4453, 4839, 4969, 238, 752, 3701], '7': [5636, 8198, 12040, 2698, 11557, 6195, 2494, 12098, 3527, 3018, 11852, 5980, 3302, 8806, 9958, 8047, 9459, 9845, 10485, 11639]}
AP23817;AP23817;AP23817;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23822;AP23822;AP23822;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23832;AP23832;AP23832;;;120;;;90;;;30;;;150;;;240;;;90;60;;;;;720;60;0;780;{'1': [648, 6138, 1885], '2': [4144, 2265], '3': [7064], '4': [1505, 11564, 1537], '5': [7732, 3397], '6': [6097, 9852, 13742, 9295], '7': []}
AP23834;AP23834;AP23834;;;98;;;56;;;;;;142;;;;;;;;;;;;296;0;0;296;{'1': [9339, 660, 13003, 11207], '2': [8949], '3': [], '4': [1538, 8109, 14230], '5': [], '6': [11581], '7': [9157, 9158, 8680, 6991, 3409, 8602]}
AP23836;AP23836;AP23836;;;450;;;960;;;840;;;270;;;180;30;;330;240;;;30;;3030;300;0;3330;{'1': [13091, 4, 12998, 6439, 11208, 13958, 2218, 8465, 2738, 11189], '2': [7713, 994, 5283, 9089, 4037, 12581, 12582, 8939, 13389, 9491, 4788, 8950, 4887, 12089, 7453, 2111], '3': [7480, 7035, 4740, 7107, 11784, 8887, 7595, 12492, 8916, 13653, 7831, 7288, 6681, 11514, 4027, 956, 5438], '4': [4898, 13058, 180, 8990], '5': [9666, 13890, 10466, 9478, 11855], '6': [2536, 3340, 3790, 9294, 3985, 4145, 4981, 4187, 13212, 3743], '7': [10689, 12586, 5260, 4369, 11570]}
AP23838;AP23838;AP23838;;;510;;;270;;;260;;;180;;;;30;;;;;;;;1220;30;0;1250;{'1': [9350, 7816, 8714, 11217, 11000], '2': [14004, 14157, 6294], '3': [2360, 6226, 404, 2406], '4': [3944], '5': [11777], '6': [], '7': []}
AP23840;AP23840;AP23840;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23845;AP23845;AP23845;;;250;;;290;;;620;;;90;;;30;30;;150;;;;;;1430;30;0;1460;{'1': [12739, 4459, 10895, 8116, 14365], '2': [13446, 1456, 11216, 10550, 10809, 10458], '3': [6148, 3974, 264, 6384, 2162, 5045, 5079, 8088], '4': [5321], '5': [11776, 2922], '6': [6369, 3138, 12132, 12648, 11608], '7': []}
AP23846;AP23846;AP23846;;;;;;420;;;;;;300;;;;120;;;;;;;;720;120;0;840;{'1': [], '2': [7792, 5900, 5469, 5639], '3': [], '4': [1944, 11859], '5': [10548], '6': [], '7': []}
AP23847;AP23847;AP23847;;;3868;;;1890;;;3279;;;2748;;;3612;120;;914;758;;;60;;16311;938;0;17249;{'1': [7937, 10371, 5764, 8069, 8709, 10629, 13446, 14984, 10511, 11152, 14097, 12946, 14608, 11288, 10137, 12952, 14360, 9888, 12704, 12578, 8622, 6703, 11567, 13107, 4788, 5301, 7604, 4023, 10293, 11958, 8892, 4030, 10302, 1346, 5570, 6723, 4680, 462, 7420, 4310, 6616, 4701, 4317, 7648, 9824, 9698, 4067, 9955, 8805, 11618, 13541, 13792, 12521, 11626, 11627, 12524, 4717, 13417, 14575, 6256, 9969, 12662, 5369, 4476, 14589, 9727], '2': [14977, 13188, 7173, 11783, 11785, 779, 11155, 1044, 2584, 12443, 10665, 13738, 687, 11439, 12463, 3896, 14267, 326, 13766, 14535, 12106, 11339, 12619, 12248, 10589, 3807, 11391, 1250, 10467, 2535, 12792, 10860, 10479, 9715, 13683, 3448, 11902, 3455], '3': [6784, 7937, 2562, 13443, 8333, 3726, 2191, 5774, 14868, 5014, 4887, 2585, 537, 1692, 5663, 3744, 14374, 5162, 8746, 6828, 6959, 9394, 563, 10803, 6581, 11318, 4151, 4663, 186, 1980, 7229, 9660, 11710, 9408, 2243, 581, 5573, 6342, 3529, 10826, 14027, 5325, 14415, 6992, 3153, 3542, 14807, 2776, 4318, 11618, 7523, 4581, 11621, 12901, 2920, 13670, 620, 11503, 2672, 753, 14965, 8823, 3320, 2431], '4': [8966, 8199, 7048, 10248, 9226, 4632, 411, 668, 9631, 6436, 937, 685, 1456, 10163, 310, 9270, 8248, 4667, 6853, 6087, 8776, 10823, 8778, 7630, 9553, 4439, 5464, 8441, 617, 8815, 8305, 4978, 10225, 10616, 4985, 124, 6270], '5': [1541, 6406, 5769, 1678, 8848, 658, 3730, 3988, 4883, 5268, 9365, 8217, 5658, 6043, 1692, 8218, 4515, 3108, 2469, 7207, 3112, 3752, 4905, 8743, 8493, 3505, 8243, 7865, 13499, 7740, 11967, 2498, 3913, 7882, 460, 8399, 5200, 7637, 5722, 8285, 6880, 6881, 7522, 8545, 9699, 7525, 3306, 1516, 7154], '6': [13188, 12165, 11783, 2185, 4617, 6541, 12046, 13843, 11545, 12954, 11038, 3873, 934, 11048, 11561, 11816, 8621, 13229, 4786, 9010, 5435, 2492, 10945, 3906, 11970, 10692, 13895, 971, 2635, 12877, 13644, 11344, 12368, 12114, 13397, 14167, 13018, 475, 13916, 12255, 13796, 13931, 13041, 6005, 2166, 2042, 8316, 11005], '7': [9735, 11275, 5786, 3376, 7600, 182, 8505, 5307, 7484, 11969, 9928, 9417, 1610, 1866, 5845, 1240, 4442, 11226, 8156, 5341, 12644, 9579, 10991, 1783]}
AP23863;AP23863;AP23863;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23864;AP23864;AP23864;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23868;AP23868;AP23868;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23870;AP23870;AP23870;;;;;;;;;;;;;;;1;;;;1;;1;;;2;1;0;3;{'1': [], '2': [], '3': [], '4': [], '5': [12049], '6': [11808, 10915, 13322, 11756, 11887, 14483, 12660, 11478, 14680, 10749, 9214], '7': [4480, 1283, 6157, 8463, 8080, 1555, 11545, 12583, 3624, 11432, 5296, 1972, 6078, 4294, 9545, 3543, 7256, 7898, 8028, 12517, 8431, 880, 11893, 5754, 763]}
AP23879;AP23879;AP23879;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [10853], '7': [10946]}
AP23880;AP23880;AP23880;;;6;;;4;;;;;;1;;;2;;;;;;;;;13;0;0;13;{'1': [7225, 10033, 998, 999], '2': [12872, 12873, 14458], '3': [], '4': [5687], '5': [7600, 1481], '6': [12546, 10757, 10822, 12170, 13646, 11569, 12028, 12253], '7': [7682, 8587, 12299, 8852, 9623, 1581, 1458, 1586, 9651, 696, 576, 7234, 1219, 9922, 7753, 1624, 2525, 9181, 12386, 2919, 9447, 748, 2541, 1646, 2801, 6513, 5108, 9972, 9974]}
AP23882;AP23882;AP23882;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23883;AP23883;AP23883;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23884;AP23884;AP23884;;;26;;;49;;;7;;;110;;;9;3;;17;2;;3;;;221;5;0;226;{'1': [392, 745, 1160, 397, 3597, 1007, 1168, 881, 1171, 3411, 1015, 440, 13981, 3390], '2': [8457, 8463, 8847, 5137, 7842, 5154, 8354, 5414, 5160, 5674, 5167, 5431, 5439, 5955, 5958, 5703, 5450, 9034, 9554, 9555, 5465, 5859, 5476, 8420, 5869, 5881], '3': [6191, 1005, 5821], '4': [14209, 14212, 11527, 3850, 14475, 14477, 11918, 12432, 3857, 1554, 1938, 3090, 11539, 11540, 14486, 3096, 11800, 3098, 3866, 3100, 1949, 13856, 14864, 11554, 11938, 13221, 13223, 3501, 1710, 1968, 3761, 13745, 2741, 14868, 1720, 14008, 12476, 12477, 12223, 12101, 1618, 3287, 3289, 3164, 14302, 1636, 14052, 11750, 11752, 14312, 3178, 1771, 1644, 2927, 1776, 14447, 12018, 12021, 1655, 12024, 1657, 2939], '5': [225, 11201, 13601, 12580, 12772, 14666, 11825, 13303, 11896], '6': [5824, 13242, 5288, 9451, 13101, 3374, 7407, 14861, 5753, 14834, 3827, 9781, 217, 2586], '7': [2742, 2566]}
AP23885;AP23885;AP23885;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23886;AP23886;AP23886;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23887;AP23887;AP23887;;;;;;3;;;;;;2;;;;;;9;;;;;;14;0;0;14;{'1': [], '2': [5857, 5146], '3': [], '4': [14314], '5': [], '6': [6632, 6971, 8751, 6607], '7': []}
AP23945;AP23945;AP23945;;;56;;;28;;;140;;;28;;;252;;;;;;;;;504;0;0;504;{'1': [12948, 14006], '2': [1658], '3': [8811, 8676, 13349, 12515], '4': [10100], '5': [2312, 2913, 2012], '6': [10972], '7': [7137, 12482, 10118, 11286]}
AP23946;AP23946;AP23946;;;3765;;;3405;;;7066;;;2310;;;2700;15;;1935;810;;600;150;;21781;975;0;22756;{'1': [13314, 13315, 8715, 9232, 13332, 9754, 9253, 13363, 13896, 6218, 8778, 12876, 13393, 9827, 14452, 7292, 11905, 12425, 5276, 13980, 7326, 8865, 13988, 12980, 14010, 3260, 14012, 1726, 5311, 4289, 13001, 14026, 10450, 10963, 14549, 2262, 3806, 8415, 12001, 11495, 3304, 12009, 13079, 11545, 7965, 3881, 12082, 9013, 9014, 10561, 6980, 2375, 8535, 5980, 9053, 10594, 6501, 10087, 5484, 8049, 3958, 14206, 5503, 10112, 11138, 7559, 13198, 7056, 10138, 9118, 3495, 4527, 14256, 6073, 14270, 13247, 10178, 13254, 13258, 13262, 14286, 9202, 1532], '2': [2690, 907, 6156, 12940, 3343, 12047, 8849, 274, 10515, 12566, 3867, 5916, 8988, 6943, 2720, 14625, 4003, 8740, 4005, 6949, 2087, 4391, 9384, 13603, 2987, 2092, 6828, 816, 7221, 8757, 2231, 10807, 2489, 14391, 2363, 7613, 8639, 11584, 13120, 14144, 14146, 581, 11205, 327, 14026, 1740, 77, 718, 4045, 5966, 6476, 84, 12629, 342, 13654, 14936, 6618, 1759, 1631, 6115, 11366, 6760, 1771, 10219, 6509, 8177, 6643, 1268, 1783, 14627, 10107], '3': [13320, 3095, 8728, 8729, 7196, 8736, 4130, 13859, 3111, 14888, 9259, 7724, 8749, 13358, 9776, 5682, 10291, 5692, 12861, 12354, 8774, 5703, 5707, 13387, 3150, 13914, 10333, 4192, 2145, 11362, 8295, 13416, 4202, 13933, 9841, 4210, 117, 13942, 121, 6269, 2686, 4224, 8325, 1670, 3719, 3720, 1167, 7313, 12439, 13977, 4260, 11940, 681, 12973, 4271, 8879, 2741, 6331, 10434, 4291, 12996, 5320, 3787, 13518, 4306, 9432, 10968, 6878, 11998, 5866, 7403, 5362, 1274, 762, 2300, 8443, 768, 14080, 3845, 776, 3336, 8458, 6417, 12574, 5413, 9005, 3888, 13617, 309, 830, 10561, 2884, 5957, 8519, 14151, 3913, 7499, 5452, 10066, 1372, 4444, 7004, 7517, 14688, 14185, 5994, 11121, 9589, 9599, 903, 3975, 9095, 3486, 6559, 14239, 1441, 6055, 13223, 9641, 1450, 5040, 8634, 960, 10176, 1986, 11214, 10704, 8145, 2514, 3027, 3034, 7138, 9698, 9200, 10744, 1018, 3070, 8191], '4': [14336, 385, 1794, 8194, 13061, 2183, 648, 779, 12, 16, 4241, 4374, 5527, 9878, 10651, 6044, 7197, 806, 9894, 9129, 8748, 2094, 945, 11573, 10683, 828, 316, 5693, 7360, 7488, 9410, 9924, 4934, 71, 6982, 1485, 4051, 10323, 13786, 4315, 867, 6502, 1384, 2156, 10092, 7031, 379], '5': [6276, 775, 6282, 7179, 1934, 5519, 9104, 3605, 6136, 4764, 8861, 8867, 1956, 8740, 12967, 428, 13612, 4782, 5679, 3376, 6322, 8757, 8760, 3002, 1853, 8894, 5184, 11714, 5956, 326, 2886, 843, 971, 719, 9167, 11727, 6226, 4820, 2261, 3542, 6997, 13653, 4698, 9061, 13544, 6123, 6381, 11504, 14833, 9202, 5239, 3192, 13690, 5884], '6': [6153, 11790, 7184, 11797, 10262, 12310, 13334, 13339, 3118, 11312, 12849, 4679, 11335, 5194, 4686, 11856, 5713, 5203, 14423, 13410, 3172, 13421, 5230, 13933, 10864, 10868, 5237, 14965, 5243, 14976, 4605, 13953, 12419, 13958, 14982, 14983, 4238, 6818, 13991, 5803, 13996, 11460, 5831, 7374, 7165, 11985, 11992, 13529, 3804, 13533, 11999, 12524, 3832, 14587, 14595, 13061, 13574, 14088, 3339, 10514, 13588, 3864, 13080, 4891, 13090, 11555, 14124, 13620, 14144, 14149, 5449, 11083, 6482, 11607, 3941, 13157, 872, 13675, 4972, 13677, 14708, 4470, 13176, 11139, 13193, 11663, 12688, 14738, 11167, 4512, 4518, 14249, 430, 14259, 11701, 12214, 13751, 11704, 2495, 14277, 12231, 12753, 11732, 4057, 10205, 11230, 10210, 10213, 5607, 13289, 12268, 5614, 5103, 7665, 11761, 13811, 14321, 10231, 6651, 6141], '7': [7685, 7, 526, 528, 6679, 1051, 7712, 10283, 11311, 7728, 10803, 11317, 58, 3645, 1086, 1608, 9292, 6222, 1106, 10327, 7267, 10345, 5742, 1661, 8321, 10373, 7828, 9876, 10901, 11414, 8346, 8348, 10918, 8875, 9390, 175, 177, 1717, 2229, 8888, 10425, 8892, 10429, 7365, 1231, 9936, 8405, 8921, 5850, 5852, 10470, 9959, 1260, 6388, 6900, 252, 5890, 6402, 1284, 8962, 5895, 8457, 11529, 10509, 9499, 13084, 9506, 11042, 11556, 6952, 9515, 1836, 10028, 2354, 5939, 8501, 1335, 313, 829, 5949, 8515, 9539, 1864, 9547, 6476, 6481, 12281, 8030, 10080, 7013, 11112, 5993, 11115, 878, 8560, 8567, 889, 7035, 892, 8573, 9601, 911, 10129, 915, 11667, 7064, 7581, 9120, 1446, 6055, 10150, 8105, 6574, 6077, 9662, 2507, 11731, 7645, 7647, 483, 485, 10215, 2026, 11242, 7148, 1517, 501, 1014, 7673]}
AP23961;AP23961;AP23961;;;30;;;60;;;;;;30;;;;;;300;;;;;;420;0;0;420;{'1': [378], '2': [6632], '3': [], '4': [10106], '5': [], '6': [12995, 14563, 12550, 14534, 6699, 10157, 6194, 11007, 6648, 1659, 10559], '7': [5572, 9797, 6695, 11784, 1068, 5943, 6125, 10829, 1846, 5111, 12086, 5177, 9018, 12635, 11806]}
AP23966;AP23966;AP23966;;;60;;;;;;90;;;90;;;;;;;;;;;;240;0;0;240;{'1': [6795, 5998], '2': [], '3': [5240, 10771], '4': [3970], '5': [], '6': [], '7': []}
AP23967;AP23967;AP23967;;;;;;30;;;;;;;;;;;;;;;;;;30;0;0;30;{'1': [], '2': [300], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23985;AP23985;AP23985;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23990;AP23990;AP23990;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP24051;AP24051;AP24051;;;;;;;;;90;;;;;;;;;;30;;;30;;90;60;0;150;{'1': [], '2': [], '3': [14730], '4': [], '5': [], '6': [9441, 11557], '7': [9961, 1462, 10998, 5049, 6939, 2366]}
AP24079;AP24079;AP24079;;;2;;;6;;;2;;;7;;;1;;;5;;;;;;23;0;0;23;{'1': [472, 4959], '2': [1225, 10764, 6065, 6098, 11316, 7321], '3': [12121, 7497], '4': [10895, 2469, 5591], '5': [5207], '6': [6946, 11091, 8197, 1150], '7': [6458]}
AP24085;AP24085;AP24085;;;880;;;2280;;;1925;;;865;;;771;;;1495;300;;180;360;;8396;660;0;9056;{'1': [13120, 385, 610, 1188, 37, 614, 618, 622, 3694, 626, 818, 3061, 630, 503, 6230, 9115, 316, 1854], '2': [12931, 8586, 8970, 8204, 10892, 7568, 9362, 12051, 4884, 12946, 150, 4376, 4889, 7448, 12314, 7452, 9244, 14875, 4639, 2723, 9763, 165, 6056, 10796, 9390, 4402, 12083, 2484, 5045, 5300, 7860, 13111, 6202, 12602, 14906, 5823, 13889, 7106, 13386, 6604, 8528, 7122, 12757, 14935, 14940, 5348, 5350, 12775, 8042, 10351, 7026, 8057, 13053, 7934], '3': [10631, 1676, 7181, 10254, 13068, 12432, 5265, 7957, 6040, 10520, 9114, 9628, 2853, 9509, 1960, 13737, 9907, 10931, 1846, 1849, 9401, 13372, 5693, 10694, 5195, 12623, 7376, 1105, 6097, 8659, 6100, 3669, 14928, 5975, 12632, 13660, 14430, 5604, 10086, 3184, 13301, 6654], '4': [8, 907, 13580, 14605, 13071, 7573, 14106, 13088, 3746, 2339, 12845, 705, 14407, 12105, 11724, 14051, 869, 9979, 11004], '5': [9475, 12294, 10, 10635, 12186, 6561, 6194, 4922, 14912, 5202, 2003, 5714, 9190, 6375, 4970, 14573, 623, 6128, 1142], '6': [1157, 12421, 4615, 7689, 13321, 7691, 12427, 13450, 14097, 11026, 7316, 7829, 408, 10265, 11033, 8732, 12957, 11422, 14622, 8994, 8483, 7592, 7851, 10925, 13358, 11316, 14774, 8759, 12473, 10429, 9022, 5055, 1088, 2882, 8386, 10179, 5573, 12358, 14790, 7752, 11848, 13768, 14409, 3149, 8270, 10702, 14286, 9937, 11601, 13522, 14289, 14546, 13536, 1377, 7651, 9059, 12389, 12774, 11624, 14443, 11763, 13171, 13685, 6262, 6518, 7672, 10745, 13307, 8445, 11903], '7': [9223, 534, 3606, 4118, 5166, 8756, 5687, 1594, 10305, 3653, 3144, 8781, 3663, 8273, 7251, 6743, 5210, 9832, 3699, 1140, 4214, 3191, 4726, 5266, 2709, 10398, 5792, 4776, 5290, 8876, 178, 2227, 7860, 2233, 9405, 10443, 7888, 1748, 6359, 10461, 4333, 9455, 7416, 9464, 4860, 4867, 5894, 8972, 1296, 5906, 1301, 10014, 3873, 7457, 11554, 3371, 7981, 2351, 7477, 3897, 3907, 6471, 5448, 6475, 1884, 2910, 4452, 2405, 2406, 10096, 4977, 9073, 3956, 10116, 3462, 9610, 5518, 4507, 934, 8615, 2984, 4008, 957, 461, 1998, 7635, 4055, 5600, 6625, 484, 8681, 8682, 494, 2031, 2036, 4599, 4602, 5116, 511]}
AP24086;AP24086;AP24086;;;28;;;;;;84;;;84;;;;28;;168;;;;;;364;28;0;392;{'1': [1361], '2': [], '3': [13329], '4': [9170], '5': [11671], '6': [10242, 10819, 13190, 12495, 12241, 12731, 6460], '7': [2594, 6371, 12834, 11429, 4071, 11687, 4681, 2540, 4749, 10799, 10768, 10963, 13047, 10200, 249, 11418, 11228]}
AP24103;AP24103;AP24103;;;;;;;;;84;;;;;;;;;;;;;;;84;0;0;84;{'1': [], '2': [], '3': [10545, 10546], '4': [], '5': [], '6': [], '7': []}
AP24106;AP24106;AP24106;;;196;;;196;;;196;;;56;;;84;;;168;;;;;;896;0;0;896;{'1': [9664, 481, 355, 1731, 3346, 14035], '2': [9192, 1850, 8892], '3': [4065, 13716, 12359], '4': [1173, 2231], '5': [5904], '6': [2578, 4988], '7': [11040, 11911, 6473, 1426, 12210, 11860]}
AP24117;AP24117;AP24117;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP24128;AP24128;AP24128;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': [6368, 5066, 2155, 923]}
AP24132;AP24132;AP24132;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP24151;AP24151;AP24151;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP24159;AP24159;AP24159;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP24167;AP24167;AP24167;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP24173;AP24173;AP24173;;;;;;;;;;;;;;;3;3;;30;4;;;;;33;7;0;40;{'1': [], '2': [], '3': [], '4': [], '5': [11208, 11178, 14480, 10739, 10458], '6': [8440, 7937, 1826, 9957, 71, 8263, 201, 8206, 9679, 8881, 1428, 7928, 9049, 9215, 8862, 3295], '7': [5618, 3925, 7530, 6034]}
AP24174;AP24174;AP24174;;;;;;;;;;;;;;;22;15;;69;86;;;;;91;101;0;192;{'1': [], '2': [], '3': [], '4': [], '5': [14371, 12421, 11046, 13957, 10792, 11657, 14022, 14536, 11724, 11374, 12112, 11859, 12795], '6': [1921, 4108, 10380, 7823, 9107, 8601, 8859, 6172, 543, 6177, 9507, 3620, 10277, 11429, 6439, 1580, 2861, 6703, 3632, 4656, 6192, 10168, 8124, 9278, 3778, 8898, 9029, 5318, 11207, 8910, 5842, 1877, 6486, 1239, 10069, 9177, 5595, 3676, 9949, 4832, 7522, 1638, 4968, 10089, 7020, 1781, 10233, 3836, 6399], '7': [4832, 9124]}
AP24176;AP24176;AP24176;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
