codigo_neg,cantidad_entrega,tipo_entrega
AP21836,90,TOTAL
AP22421,30,TOTAL
AP22863,6,TOTAL
AP21061,1,TOTAL
AP20953,30,TOTAL
AP21624,30,TOTAL
AP22886,30,TOTAL
AP22886,60,TOTAL
AP22948,1,TOTAL
AP21434,60,TOTAL
AP22081,15,TOTAL
AP22083,1,TOTAL
AP21368,21,TOTAL
AP21454,100,TOTAL
AP22623,10,TOTAL
AP22794,15,TOTAL
AP22830,1,TOTAL
AP21353,2,TOTAL
AP23944,10,TOTAL
AP22120,20,TOTAL
AP22043,30,TOTAL
AP22802,8,TOTAL
AP20548,1,TOTAL
AP22015,1,TOTAL
AP23167,270,TOTAL
AP23611,30,TOTAL
AP22289,1,TOTAL
AP23240,30,TOTAL
AP23648,90,TOTAL
AP21347,14,TOTAL
AP21539,30,TOTAL
AP22867,21,TOTAL
AP22668,21,TOTAL
AP21769,30,TOTAL
AP22670,7,TOTAL
AP23178,30,TOTAL
AP20142,45,TOTAL
AP20794,30,TOTAL
AP20794,30,TOTAL
AP-Preservativos,15,TOTAL
AP20142,45,TOTAL
AP22623,14,TOTAL
AP22537,14,TOTAL
AP21791,9,TOTAL
AP23719,60,TOTAL
AP22863,6,TOTAL
AP21618,1,TOTAL
AP20344,30,TOTAL
AP21434,14,TOTAL
AP23369,30,TOTAL
AP22117,14,TOTAL
AP23588,1,TOTAL
AP22481,10,TOTAL
AP22794,15,TOTAL
AP22744,30,TOTAL
AP20794,30,TOTAL
AP20894,28,TOTAL
AP20142,30,TOTAL
AP22405,1,TOTAL
AP20596,2,TOTAL
AP23240,30,TOTAL
AP20218,2,TOTAL
AP-Preservativos,10,TOTAL
AP22072,10,TOTAL
AP22724,2,TOTAL
AP20922,30,TOTAL
AP23681,15,TOTAL
AP20773,30,TOTAL
AP20307,1,TOTAL
AP22481,5,TOTAL
AP21270,1,TOTAL
AP22794,15,TOTAL
AP20953,60,TOTAL
AP21915,60,TOTAL
AP21571,3,TOTAL
AP-Preservativos,45,TOTAL
AP21055,1,TOTAL
AP22668,14,TOTAL
AP21836,90,TOTAL
AP20218,2,TOTAL
AP20794,90,TOTAL
AP23396,30,TOTAL
AP21723,1,TOTAL
AP21769,30,TOTAL
AP22794,6,TOTAL
AP21270,1,TOTAL
AP24191,1,TOTAL
AP21066,1,TOTAL
AP21791,4,TOTAL
AP21125,1,TOTAL
AP22802,8,TOTAL
AP23661,56,TOTAL
AP21539,60,TOTAL
AP23396,90,TOTAL
AP21863,1,TOTAL
AP22668,28,TOTAL
AP22518,1,TOTAL
AP23204,90,TOTAL
AP23000,60,TOTAL
AP20472,60,TOTAL
AP21571,3,TOTAL
AP22422,30,TOTAL
AP23396,60,TOTAL
AP22863,6,TOTAL
AP22421,60,TOTAL
AP22794,20,TOTAL
AP22623,20,TOTAL
AP22741,30,TOTAL
AP22863,6,TOTAL
AP20873,1,TOTAL
AP21618,1,TOTAL
AP21618,1,TOTAL
AP20922,10,TOTAL
AP22668,14,TOTAL
AP20524,3,TOTAL
AP21909,3,TOTAL
AP22623,8,TOTAL
AP22794,15,TOTAL
AP22481,10,TOTAL
AP21347,10,TOTAL
AP20465,96,TOTAL
AP-Preservativos,15,TOTAL
AP23691,30,TOTAL
AP20044,30,TOTAL
AP20767,30,TOTAL
AP22069,30,TOTAL
AP20142,30,TOTAL
AP20894,24,TOTAL
AP22481,14,TOTAL
AP20794,30,TOTAL
AP20472,60,TOTAL
AP20142,45,TOTAL
AP21571,1,TOTAL
AP21571,1,TOTAL
AP20142,30,TOTAL
AP20465,20,TOTAL
AP20044,20,TOTAL
AP20142,60,TOTAL
AP20767,60,TOTAL
AP22069,30,TOTAL
AP22418,30,TOTAL
AP20873,1,TOTAL
AP22537,20,TOTAL
AP22623,20,TOTAL
AP22899,1,TOTAL
AP22104,15,TOTAL
AP23681,15,TOTAL
AP20465,30,TOTAL
AP23436,1,TOTAL
AP23651,30,TOTAL
AP21607,21,TOTAL
AP20218,2,TOTAL
AP21055,1,TOTAL
AP23611,30,TOTAL
AP21393,60,TOTAL
AP22623,30,TOTAL
AP21368,21,TOTAL
AP21571,1,TOTAL
AP23168,30,TOTAL
AP22537,20,TOTAL
AP20894,28,TOTAL
AP20465,20,TOTAL
AP21115,1,TOTAL
AP21118,5,TOTAL
AP22072,30,TOTAL
AP20794,30,TOTAL
AP22906,40,TOTAL
AP20409,56,TOTAL
AP21357,14,TOTAL
AP21769,30,TOTAL
AP21819,1,TOTAL
AP-Preservativos,30,TOTAL
AP22481,5,TOTAL
AP22794,10,TOTAL
AP20165,15,TOTAL
AP-Preservativos,15,TOTAL
AP20794,30,TOTAL
AP20142,45,TOTAL
AP21255,1,TOTAL
AP22156,1,TOTAL
AP21571,1,TOTAL
AP22081,9,TOTAL
AP23512,6,TOTAL
AP22081,60,TOTAL
AP21539,60,TOTAL
AP20524,3,TOTAL
AP21270,1,TOTAL
AP22112,10,TOTAL
AP22491,30,TOTAL
AP21987,30,TOTAL
AP23299,30,TOTAL
AP20952,30,TOTAL
AP22481,7,TOTAL
AP22794,15,TOTAL
AP20044,30,TOTAL
AP23653,30,TOTAL
AP20044,30,TOTAL
AP23168,60,TOTAL
AP23168,1,TOTAL
AP23162,30,TOTAL
AP22518,1,TOTAL
AP-Preservativos,45,TOTAL
AP22948,1,TOTAL
AP24085,30,TOTAL
AP22948,1,TOTAL
AP23322,1,TOTAL
AP20140,14,TOTAL
AP21368,21,TOTAL
AP22412,90,TOTAL
AP20922,30,TOTAL
AP20969,3,TOTAL
AP21791,9,TOTAL
AP23240,60,TOTAL
AP20184,2,TOTAL
AP21269,1,TOTAL
AP20051,6,TOTAL
AP22623,20,TOTAL
AP23097,20,TOTAL
AP23322,3,TOTAL
AP20547,3,TOTAL
AP22724,3,TOTAL
AP21434,60,TOTAL
AP21048,20,TOTAL
AP23240,4,TOTAL
AP20465,10,TOTAL
AP23065,3,TOTAL
AP22422,30,TOTAL
AP21618,1,TOTAL
AP21836,30,TOTAL
AP22668,10,TOTAL
AP22120,20,TOTAL
AP21434,60,TOTAL
AP20465,60,TOTAL
AP21269,2,TOTAL
AP21371,1,TOTAL
AP20140,6,TOTAL
AP20465,10,TOTAL
AP22794,14,TOTAL
AP20986,30,TOTAL
AP21542,30,TOTAL
AP20986,30,TOTAL
AP20142,60,TOTAL
AP24106,28,TOTAL
AP23065,3,TOTAL
AP23624,8,TOTAL
AP20548,1,TOTAL
AP22482,1,TOTAL
AP20040,1,TOTAL
AP20785,2,TOTAL
AP21237,2,TOTAL
AP21819,1,TOTAL
AP22734,30,TOTAL
AP23637,30,TOTAL
AP-Preservativos,15,TOTAL
AP22724,1,TOTAL
AP21769,30,TOTAL
AP21539,30,TOTAL
AP21799,30,TOTAL
AP21256,1,TOTAL
AP21769,30,TOTAL
AP21585,2,TOTAL
AP20592,60,TOTAL
AP20064,10,TOTAL
AP21703,60,TOTAL
AP20642,1,TOTAL
AP23961,30,TOTAL
AP22421,90,TOTAL
AP23809,28,TOTAL
AP23809,28,TOTAL
AP23556,30,TOTAL
AP20281,1,TOTAL
AP21938,1,TOTAL
AP24085,30,TOTAL
AP21771,1,TOTAL
AP20713,2,TOTAL
AP21819,1,TOTAL
AP23322,1,TOTAL
AP21286,1,TOTAL
AP23317,5,TOTAL
AP23884,1,TOTAL
AP20040,1,TOTAL
AP23097,4,TOTAL
AP23097,6,TOTAL
AP23322,3,TOTAL
AP23884,3,TOTAL
AP23067,1,TOTAL
125115,60,TOTAL
AP20894,21,TOTAL
AP20121,20,TOTAL
AP21799,30,TOTAL
AP21539,30,TOTAL
AP21799,30,TOTAL
AP20064,10,TOTAL
AP23097,10,TOTAL
AP20654,15,TOTAL
AP20218,2,TOTAL
AP20465,10,TOTAL
AP22899,2,TOTAL
AP22399,1,TOTAL
AP-Lancetas,200,TOTAL
AP-Tiras Reactivas,200,TOTAL
AP22189,4,TOTAL
AP20465,30,TOTAL
AP20044,20,TOTAL
AP23792,4,TOTAL
AP20218,2,TOTAL
AP20462,1,TOTAL
AP22104,9,TOTAL
AP21769,7,TOTAL
AP20409,21,TOTAL
AP20748,9,TOTAL
AP22104,9,TOTAL
AP20894,20,TOTAL
AP22794,40,TOTAL
AP20044,40,TOTAL
AP23093,1,TOTAL
AP23094,1,TOTAL
AP22375,60,TOTAL
AP22899,1,TOTAL
AP22263,90,TOTAL
AP21623,30,TOTAL
AP21328,30,TOTAL
AP22518,1,TOTAL
AP21137,4,TOTAL
AP21542,60,TOTAL
AP23097,20,TOTAL
AP23000,30,TOTAL
AP23884,1,TOTAL
AP20040,1,TOTAL
AP21769,30,TOTAL
AP22583,30,TOTAL
AP22491,60,TOTAL
AP21987,30,TOTAL
AP23030,1,TOTAL
AP22938,10,TOTAL
AP20064,45,TOTAL
AP21255,1,TOTAL
AP22724,1,TOTAL
AP22597,112,TOTAL
AP21624,28,TOTAL
AP22036,30,TOTAL
AP23301,30,TOTAL
AP21458,30,TOTAL
AP20596,2,TOTAL
AP23093,1,TOTAL
AP22231,3,TOTAL
AP20140,180,TOTAL
AP20954,30,TOTAL
AP20044,30,TOTAL
AP23847,60,TOTAL
AP21539,30,TOTAL
AP21189,28,TOTAL
AP20822,30,TOTAL
AP20498,30,TOTAL
AP20142,60,TOTAL
AP21458,60,TOTAL
AP23301,60,TOTAL
AP21189,56,TOTAL
AP24191,1,TOTAL
AP24079,1,TOTAL
AP23299,90,TOTAL
AP23550,90,TOTAL
AP21473,120,TOTAL
AP23809,120,TOTAL
AP20496,120,TOTAL
AP23556,30,TOTAL
AP23809,108,TOTAL
AP23809,108,TOTAL
AP24106,28,TOTAL
AP-Preservativos,15,TOTAL
AP23389,80,TOTAL
AP21539,60,TOTAL
AP22740,60,TOTAL
AP21769,30,TOTAL
AP20498,30,TOTAL
AP21386,20,TOTAL
AP20218,2,TOTAL
AP22724,1,TOTAL
AP23436,1,TOTAL
AP22481,10,TOTAL
AP20496,60,TOTAL
AP21139,1,TOTAL
AP21769,60,TOTAL
AP21552,30,TOTAL
AP21769,30,TOTAL
AP22724,1,TOTAL
AP20170,1,TOTAL
AP20218,2,TOTAL
AP24191,1,TOTAL
AP22724,3,TOTAL
AP24085,90,TOTAL
AP22004,30,TOTAL
AP20465,20,TOTAL
AP20496,60,TOTAL
AP23719,60,TOTAL
AP20218,2,TOTAL
AP22899,2,TOTAL
AP21618,1,TOTAL
AP20409,21,TOTAL
AP21393,60,TOTAL
AP21115,1,TOTAL
AP23436,1,TOTAL
AP23154,15,TOTAL
AP23610,1,TOTAL
AP22623,14,TOTAL
AP21347,14,TOTAL
AP20218,2,TOTAL
AP23611,60,TOTAL
AP21372,60,TOTAL
AP21454,30,TOTAL
AP23719,90,TOTAL
AP20185,1,TOTAL
AP20986,30,TOTAL
AP23030,3,TOTAL
AP24191,1,TOTAL
AP20894,20,TOTAL
AP22104,10,TOTAL
AP22623,20,TOTAL
AP22481,10,TOTAL
AP22794,20,TOTAL
AP21353,1,TOTAL
AP22899,1,TOTAL
AP22623,60,TOTAL
AP21347,60,TOTAL
AP20218,2,TOTAL
AP21571,3,TOTAL
AP21607,21,TOTAL
AP23681,30,TOTAL
AP22794,30,TOTAL
AP20218,2,TOTAL
AP21536,5,TOTAL
AP23396,60,TOTAL
AP20044,15,TOTAL
AP22867,21,TOTAL
AP22623,20,TOTAL
AP21333,1,TOTAL
AP22794,14,TOTAL
AP22293,1,TOTAL
AP21238,30,TOTAL
AP20617,2,TOTAL
AP23369,90,TOTAL
AP22104,9,TOTAL
AP22081,9,TOTAL
AP22083,1,TOTAL
AP21606,21,TOTAL
AP20142,45,TOTAL
AP21436,90,TOTAL
AP20794,30,TOTAL
AP21539,30,TOTAL
AP20472,30,TOTAL
AP23637,10,TOTAL
AP22537,20,TOTAL
AP22481,5,TOTAL
AP22794,9,TOTAL
AP22624,4,TOTAL
AP22081,9,TOTAL
AP22724,1,TOTAL
AP21125,1,TOTAL
AP21769,30,TOTAL
AP21618,1,TOTAL
AP22043,60,TOTAL
AP20344,60,TOTAL
AP20409,21,TOTAL
AP22104,28,TOTAL
AP21353,1,TOTAL
AP21269,1,TOTAL
AP21353,1,TOTAL
AP24483,2,TOTAL
AP20064,20,TOTAL
AP20161,30,TOTAL
AP20170,1,TOTAL
AP22104,20,TOTAL
AP22481,10,TOTAL
AP23369,30,TOTAL
AP22899,1,TOTAL
AP21607,63,TOTAL
AP20121,20,TOTAL
AP20465,10,TOTAL
AP20894,24,TOTAL
AP21347,10,TOTAL
AP22794,15,TOTAL
AP20044,20,TOTAL
AP24483,1,TOTAL
AP21539,30,TOTAL
AP22043,30,TOTAL
AP22863,6,TOTAL
AP22083,3,TOTAL
AP23509,10,TOTAL
AP22081,9,TOTAL
AP22481,10,TOTAL
AP20044,30,TOTAL
AP22104,15,TOTAL
AP23698,1,TOTAL
AP20465,30,TOTAL
AP20548,1,TOTAL
AP22794,10,TOTAL
AP22623,15,TOTAL
AP24085,30,TOTAL
AP20548,1,TOTAL
AP22794,10,TOTAL
AP22623,15,TOTAL
AP24085,30,TOTAL
AP20548,1,TOTAL
AP22794,10,TOTAL
AP22623,15,TOTAL
AP24085,30,TOTAL
AP20548,1,TOTAL
AP22794,10,TOTAL
AP22623,15,TOTAL
AP24085,30,TOTAL
AP20548,1,TOTAL
AP22794,10,TOTAL
AP22623,15,TOTAL
AP24085,30,TOTAL
AP20548,1,TOTAL
AP22794,10,TOTAL
AP22623,15,TOTAL
AP24085,30,TOTAL
AP21386,30,TOTAL
AP22899,1,TOTAL
AP21587,28,TOTAL
AP21552,60,TOTAL
AP21434,90,TOTAL
AP22863,6,TOTAL
AP21618,1,TOTAL
AP21618,1,TOTAL
AP21769,60,TOTAL
AP21938,1,TOTAL
AP20894,20,TOTAL
AP22794,30,TOTAL
AP21618,1,TOTAL
AP23611,15,TOTAL
AP23369,60,TOTAL
AP23807,270,TOTAL
AP20218,2,TOTAL
AP23832,30,TOTAL
AP23691,30,TOTAL
AP22412,30,TOTAL
AP23050,56,TOTAL
AP20121,20,TOTAL
AP20218,2,TOTAL
AP23102,1,TOTAL
AP21618,1,TOTAL
AP21542,30,TOTAL
AP23240,60,TOTAL
AP21542,60,TOTAL
AP20409,56,TOTAL
AP23834,28,TOTAL
AP23200,30,TOTAL
AP22724,1,TOTAL
AP22231,1,TOTAL
AP20140,12,TOTAL
AP22481,10,TOTAL
AP20546,1,TOTAL
AP21618,1,TOTAL
AP21618,1,TOTAL
AP20218,2,TOTAL
AP21372,30,TOTAL
AP-Preservativos,15,TOTAL
AP22405,1,TOTAL
AP23698,1,TOTAL
AP20218,2,TOTAL
AP23555,30,TOTAL
AP21552,30,TOTAL
AP21552,90,TOTAL
AP20922,30,TOTAL
AP21769,30,TOTAL
AP22189,4,TOTAL
AP22193,6,TOTAL
AP21371,3,TOTAL
AP21814,2,TOTAL
AP22189,2,TOTAL
AP22193,12,TOTAL
AP21834,60,TOTAL
AP-Preservativos,15,TOTAL
AP22860,2,TOTAL
AP22104,6,TOTAL
AP20409,21,TOTAL
AP22724,1,TOTAL
AP21769,30,TOTAL
AP20218,2,TOTAL
AP21238,30,TOTAL
AP21819,1,TOTAL
AP20922,30,TOTAL
AP20472,30,TOTAL
AP20785,3,TOTAL
125115,60,TOTAL
AP20040,5,TOTAL
AP22736,60,TOTAL
AP23097,21,TOTAL
AP21281,1,TOTAL
AP20407,2,TOTAL
AP21536,60,TOTAL
AP22724,3,TOTAL
AP22899,2,TOTAL
AP22899,1,TOTAL
AP20465,30,TOTAL
AP22948,1,TOTAL
AP23322,1,TOTAL
AP22860,1,TOTAL
AP22724,1,TOTAL
AP20547,1,TOTAL
AP20785,3,TOTAL
AP23322,1,TOTAL
AP20713,1,TOTAL
AP20785,1,TOTAL
AP22724,1,TOTAL
AP21420,4,TOTAL
AP22724,2,TOTAL
AP20407,3,TOTAL
AP20040,1,TOTAL
AP23322,1,TOTAL
AP20785,1,TOTAL
AP23240,4,TOTAL
AP22734,30,TOTAL
AP21819,1,TOTAL
AP23322,1,TOTAL
AP20713,1,TOTAL
AP23317,15,TOTAL
AP20520,1,TOTAL
AP20040,1,TOTAL
AP20713,1,TOTAL
AP22858,1,TOTAL
AP23322,1,TOTAL
AP21819,3,TOTAL
AP23240,4,TOTAL
AP22070,1,TOTAL
AP22791,1,TOTAL
AP20040,2,TOTAL
AP20040,2,TOTAL
125115,60,TOTAL
AP23317,5,TOTAL
AP23884,1,TOTAL
AP23067,1,TOTAL
AP22399,1,TOTAL
AP21769,30,TOTAL
AP22724,1,TOTAL
AP22481,10,TOTAL
AP21618,1,TOTAL
AP22829,30,TOTAL
AP23240,30,TOTAL
AP-Lancetas,100,TOTAL
AP-Tiras Reactivas,100,TOTAL
AP22899,1,TOTAL
AP20465,60,TOTAL
AP20064,15,TOTAL
AP21255,1,TOTAL
AP-Preservativos,45,TOTAL
AP-Preservativos,15,TOTAL
AP23698,1,TOTAL
AP-Preservativos,15,TOTAL
AP23698,1,TOTAL
AP20548,1,TOTAL
AP22863,6,TOTAL
AP21607,63,TOTAL
AP23698,1,TOTAL
AP21434,30,TOTAL
AP21256,1,TOTAL
AP21372,30,TOTAL
AP22863,6,TOTAL
AP20922,8,TOTAL
AP20524,3,TOTAL
AP20922,8,TOTAL
AP22863,6,TOTAL
AP20596,1,TOTAL
AP20548,1,TOTAL
AP21088,1,TOTAL
AP21173,1,TOTAL
AP22863,6,TOTAL
AP20596,1,TOTAL
AP20548,1,TOTAL
AP21088,1,TOTAL
AP21173,1,TOTAL
AP22863,6,TOTAL
AP20596,1,TOTAL
AP20548,1,TOTAL
AP21088,1,TOTAL
AP21173,1,TOTAL
AP20218,2,TOTAL
AP20596,1,TOTAL
AP21390,9,TOTAL
AP21539,30,TOTAL
AP22405,1,TOTAL
AP22481,20,TOTAL
AP23240,5,TOTAL
AP24229,60,TOTAL
AP21769,30,TOTAL
AP21256,1,TOTAL
AP21368,42,TOTAL
AP20453,60,TOTAL
AP21834,120,TOTAL
AP21618,1,TOTAL
AP22863,6,TOTAL
AP-Preservativos,15,TOTAL
AP21575,1,TOTAL
AP21618,1,TOTAL
AP22736,30,TOTAL
AP21618,1,TOTAL
AP21814,1,TOTAL
AP22421,60,TOTAL
AP23656,28,TOTAL
AP22015,2,TOTAL
AP20922,30,TOTAL
AP22736,30,TOTAL
AP22043,30,TOTAL
AP24085,10,TOTAL
AP20044,15,TOTAL
AP20922,10,TOTAL
AP20654,30,TOTAL
AP22863,6,TOTAL
AP23807,30,TOTAL
AP21539,90,TOTAL
AP23322,3,TOTAL
AP21136,180,TOTAL
AP22858,4,TOTAL
AP21135,90,TOTAL
AP20465,60,TOTAL
AP22794,6,TOTAL
AP20218,2,TOTAL
AP21539,30,TOTAL
AP21333,1,TOTAL
AP20218,2,TOTAL
AP20222,1,TOTAL
AP22377,1,TOTAL
AP21125,1,TOTAL
AP21256,1,TOTAL
AP22736,30,TOTAL
AP21769,1,TOTAL
AP23322,2,TOTAL
AP23322,1,TOTAL
AP23719,20,TOTAL
AP22899,1,TOTAL
AP20785,1,TOTAL
AP21256,1,TOTAL
AP22948,1,TOTAL
AP21819,1,TOTAL
AP23097,90,TOTAL
AP22081,6,TOTAL
AP23067,1,TOTAL
AP23240,4,TOTAL
AP20218,2,TOTAL
AP20040,3,TOTAL
AP21536,10,TOTAL
AP20893,4,TOTAL
AP22791,1,TOTAL
AP23322,1,TOTAL
AP22724,1,TOTAL
AP23322,3,TOTAL
AP21771,3,TOTAL
AP22906,5,TOTAL
AP20617,1,TOTAL
AP23322,1,TOTAL
AP23322,1,TOTAL
AP22736,30,TOTAL
AP20713,1,TOTAL
AP22724,1,TOTAL
AP21256,2,TOTAL
AP22724,1,TOTAL
AP21137,12,TOTAL
AP21434,90,TOTAL
AP23698,1,TOTAL
AP23322,1,TOTAL
AP20547,1,TOTAL
AP22899,1,TOTAL
AP23322,1,TOTAL
AP22070,1,TOTAL
AP20713,1,TOTAL
AP23322,1,TOTAL
AP23884,3,TOTAL
AP20785,3,TOTAL
AP22734,30,TOTAL
AP21256,1,TOTAL
AP21137,12,TOTAL
AP21819,1,TOTAL
AP20713,1,TOTAL
AP22899,1,TOTAL
AP22724,1,TOTAL
AP20713,2,TOTAL
AP23240,4,TOTAL
AP20040,1,TOTAL
AP23067,1,TOTAL
125115,30,TOTAL
AP23067,1,TOTAL
AP23067,1,TOTAL
125115,30,TOTAL
AP22725,1,TOTAL
AP23067,1,TOTAL
125115,30,TOTAL
125115,1,TOTAL
AP22668,30,TOTAL
AP22259,30,TOTAL
AP22537,20,TOTAL
AP22623,20,TOTAL
AP20498,30,TOTAL
AP21061,3,TOTAL
AP20548,1,TOTAL
AP20922,10,TOTAL
AP21115,1,TOTAL
AP20064,15,TOTAL
AP23240,30,TOTAL
AP21769,20,TOTAL
AP20140,30,TOTAL
AP23263,1,TOTAL
AP20453,30,TOTAL
AP20121,20,TOTAL
AP22863,6,TOTAL
AP22863,6,TOTAL
AP21353,2,TOTAL
AP20044,12,TOTAL
AP22794,10,TOTAL
AP22081,60,TOTAL
AP22112,60,TOTAL
AP20165,28,TOTAL
AP23240,30,TOTAL
AP22863,6,TOTAL
AP22899,1,TOTAL
AP22863,6,TOTAL
AP22724,1,TOTAL
AP20922,30,TOTAL
AP22899,1,TOTAL
AP21819,1,TOTAL
AP21618,1,TOTAL
AP23698,3,TOTAL
AP23648,90,TOTAL
AP23240,90,TOTAL
AP21434,60,TOTAL
AP20218,2,TOTAL
AP23072,30,TOTAL
AP22537,20,TOTAL
AP20218,2,TOTAL
AP22043,30,TOTAL
AP23368,30,TOTAL
AP22202,6,TOTAL
AP-Tiras Reactivas,50,TOTAL
Ap-Glucometro,1,TOTAL
AP22189,3,TOTAL
AP21542,30,TOTAL
AP23651,30,TOTAL
AP23691,30,TOTAL
AP21814,1,TOTAL
AP23240,30,TOTAL
AP22863,6,TOTAL
AP22405,1,TOTAL
AP22431,1,TOTAL
AP22899,1,TOTAL
AP21371,2,TOTAL
AP23369,15,TOTAL
AP-Lancetas,100,TOTAL
AP-Tiras Reactivas,100,TOTAL
AP22202,9,TOTAL
AP20218,2,TOTAL
AP21255,1,TOTAL
AP21769,15,TOTAL
AP23240,30,TOTAL
AP23368,30,TOTAL
AP22043,30,TOTAL
AP20465,30,TOTAL
AP22724,1,TOTAL
AP23322,1,TOTAL
AP21769,30,TOTAL
AP20717,2,TOTAL
AP22724,1,TOTAL
AP21819,1,TOTAL
AP21769,30,TOTAL
AP22724,1,TOTAL
AP21769,30,TOTAL
AP22724,1,TOTAL
AP20218,1,TOTAL
AP22015,1,TOTAL
AP23322,1,TOTAL
AP23097,4,TOTAL
AP23803,90,TOTAL
AP21238,30,TOTAL
AP20218,2,TOTAL
AP20548,1,TOTAL
AP22724,1,TOTAL
AP22104,15,TOTAL
AP23611,20,TOTAL
AP-Tiras Reactivas,200,TOTAL
AP-Lancetas,200,TOTAL
AP22189,2,TOTAL
AP23097,30,TOTAL
AP22289,1,TOTAL
AP21791,4,TOTAL
AP22336,180,TOTAL
AP23880,1,TOTAL
AP23880,1,TOTAL
AP21771,2,TOTAL
AP24438,2,TOTAL
AP24027,5,TOTAL
AP20040,3,TOTAL
AP21819,1,TOTAL
AP21256,1,TOTAL
AP22736,10,TOTAL
AP23884,3,TOTAL
AP21258,1,TOTAL
AP21819,1,TOTAL
AP23322,1,TOTAL
AP20547,1,TOTAL
AP22070,3,TOTAL
AP23240,4,TOTAL
AP23240,4,TOTAL
AP23884,1,TOTAL
AP23536,2,TOTAL
AP20281,3,TOTAL
AP21256,1,TOTAL
AP23067,1,TOTAL
AP22858,1,TOTAL
AP21420,1,TOTAL
AP23512,90,TOTAL
AP21434,60,TOTAL
AP23240,60,TOTAL
AP21449,28,TOTAL
AP22583,30,TOTAL
AP21434,14,TOTAL
AP23624,10,TOTAL
AP21769,30,TOTAL
AP20062,30,TOTAL
AP21256,2,TOTAL
AP22863,6,TOTAL
AP20548,1,TOTAL
AP22725,1,TOTAL
AP21618,1,TOTAL
AP22399,1,TOTAL
AP22707,30,TOTAL
AP21706,14,TOTAL
AP22259,50,TOTAL
AP23588,1,TOTAL
AP21255,1,TOTAL
AP20112,15,TOTAL
AP22476,3,TOTAL
AP22906,20,TOTAL
AP22624,15,TOTAL
AP23790,120,TOTAL
AP22583,90,TOTAL
AP-Preservativos,15,TOTAL
AP22906,10,TOTAL
AP22081,15,TOTAL
AP21618,1,TOTAL
AP22794,15,TOTAL
AP22867,21,TOTAL
AP20922,20,TOTAL
AP22794,15,TOTAL
AP-Preservativos,15,TOTAL
AP20218,2,TOTAL
AP21347,10,TOTAL
AP22623,20,TOTAL
AP22537,30,TOTAL
AP21769,30,TOTAL
